SERIAL NO,SUBJECT,CHAPTER NAME,CLASS TEACHER,YEAR,MODE,FACULTY1,FACULTY2,BATCH,EXAM DATE,ALLOTED HOURS,COMPLETED HOURS,REMAINING HOURS NEEDED,CHAPTER STATUS,AVERAGE MARK OF BATCH,NUMBER OF A+,REMARKS1,REMARKS2,REMARKS3,FLAG1,FLAG2,FLAG3
1410,MATHS,Trigonometry II,SRUTHI.(WB),2026,OFFLINE,MBO,,BATCH16,23-02-2025,7,3,3,COMPLETED,,,,,,,,
1411,MATHS,Vectors,SRUTHI.(WB),2026,OFFLINE,PDD,,BATCH16,23-02-2025,15,7,7,COMPLETED,,,,,,,,
1412,MATHS,Vectors,SRUTHI.(WB),2026,OFFLINE,PDD,,BATCH16,23-02-2025,12,5,5,COMPLETED,,,,,,,,
1413,PHYSICS,Waves,SRUTHI.(WB),2026,OFFLINE,PDV,,BATCH16,23-02-2025,9,4,4,COMPLETED,,,,,,,,
1414,PHYSICS,Waves,SRUTHI.(WB),2026,OFFLINE,PDV,,BATCH16,23-02-2025,14,6,6,COMPLETED,,,,,,,,
1415,PHYSICS,Work Energy & Power,SRUTHI.(WB),2026,OFFLINE,ZCU,,BATCH16,23-02-2025,9,4,4,COMPLETED,,,,,,,,
1416,PHYSICS,Work Energy & Power,SRUTHI.(WB),2026,OFFLINE,ZCU,,BATCH16,23-02-2025,14,6,6,COMPLETED,,,,,,,,
1417,CHEMISTRY,"Alcohols, Phenols and Ethers",SANDRA.(WB),2026,OFFLINE,ZDW,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1418,CHEMISTRY,"Alcohols, Phenols and Ethers",SANDRA.(WB),2026,OFFLINE,ZDW,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1419,CHEMISTRY,Aldehydes and Ketones,SANDRA.(WB),2026,OFFLINE,CBH,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1420,CHEMISTRY,Aldehydes and Ketones,SANDRA.(WB),2026,OFFLINE,CBH,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1421,CHEMISTRY,Aldehydes and Ketones,SANDRA.(WB),2026,OFFLINE,CBH,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1422,CHEMISTRY,Amines,SANDRA.(WB),2026,OFFLINE,ZAK,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1423,CHEMISTRY,Amines,SANDRA.(WB),2026,OFFLINE,ZAK,,BATCH17,,19,9,9,IN PROGRESS,,,,,,,,
1424,BOTANY,Anatomy of Flowering Plants,SANDRA.(WB),2026,OFFLINE,MDM,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1425,BOTANY,Anatomy of Flowering Plants,SANDRA.(WB),2026,OFFLINE,MDM,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1426,ZOOLOGY,Animal Kingdom Non Chordata,SANDRA.(WB),2026,OFFLINE,CBQ,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1427,ZOOLOGY,Animal Kingdom Non Chordata,SANDRA.(WB),2026,OFFLINE,CBQ,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1428,MATHS,Applications of Differentiation,SANDRA.(WB),2026,OFFLINE,BCD,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1429,MATHS,Applications of Differentiation,SANDRA.(WB),2026,OFFLINE,BCD,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1430,PHYSICS,Atoms and Nuclei,SANDRA.(WB),2026,OFFLINE,PAB,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1431,PHYSICS,Atoms and Nuclei,SANDRA.(WB),2026,OFFLINE,PAB,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1432,ZOOLOGY,Biodiversity and Conservation,SANDRA.(WB),2026,OFFLINE,PCV,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1433,ZOOLOGY,Biodiversity and Conservation,SANDRA.(WB),2026,OFFLINE,PCV,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1434,ZOOLOGY,Biodiversity and Conservation,SANDRA.(WB),2026,OFFLINE,PCV,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1435,BOTANY,Biological Classification,SANDRA.(WB),2026,OFFLINE,CAY,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1436,BOTANY,Biological Classification,SANDRA.(WB),2026,OFFLINE,CAY,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1437,ZOOLOGY,Biomolecules,SANDRA.(WB),2026,OFFLINE,BAS,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1438,ZOOLOGY,Biomolecules,SANDRA.(WB),2026,OFFLINE,BAS,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1439,BOTANY,Biotechnology and its Applications,SANDRA.(WB),2026,OFFLINE,MAN,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1440,BOTANY,Biotechnology and its Applications,SANDRA.(WB),2026,OFFLINE,MAN,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1441,BOTANY,Biotechnology and its Applications,SANDRA.(WB),2026,OFFLINE,MAN,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1442,ZOOLOGY,Body Fluids and Circulation,SANDRA.(WB),2026,OFFLINE,MAS,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1443,ZOOLOGY,Body Fluids and Circulation,SANDRA.(WB),2026,OFFLINE,MAS,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1444,ZOOLOGY,Breathing and Exchange of Gases,SANDRA.(WB),2026,OFFLINE,CCD,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1445,ZOOLOGY,Breathing and Exchange of Gases,SANDRA.(WB),2026,OFFLINE,CCD,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1446,ZOOLOGY,Breathing and Exchange of Gases,SANDRA.(WB),2026,OFFLINE,CCD,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1447,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,SANDRA.(WB),2026,OFFLINE,BDV,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1448,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,SANDRA.(WB),2026,OFFLINE,BDV,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1449,BOTANY,Cell Cycle and Cell Division,SANDRA.(WB),2026,OFFLINE,CBL,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1450,BOTANY,Cell Cycle and Cell Division,SANDRA.(WB),2026,OFFLINE,CBL,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1451,BOTANY,Cell Cycle and Cell Division,SANDRA.(WB),2026,OFFLINE,CBL,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1452,ZOOLOGY,Chemical Coordination and Integration,SANDRA.(WB),2026,OFFLINE,CBU,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1453,ZOOLOGY,Chemical Coordination and Integration,SANDRA.(WB),2026,OFFLINE,CBU,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1454,CHEMISTRY,Chemical Kinetics,SANDRA.(WB),2026,OFFLINE,CAT,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1455,CHEMISTRY,Chemical Kinetics,SANDRA.(WB),2026,OFFLINE,CAT,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1456,MATHS,Circles,SANDRA.(WB),2026,OFFLINE,ZCM,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1457,MATHS,Circles,SANDRA.(WB),2026,OFFLINE,ZCM,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1458,MATHS,Circles,SANDRA.(WB),2026,OFFLINE,ZCM,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1459,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,SANDRA.(WB),2026,OFFLINE,MCQ,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1460,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,SANDRA.(WB),2026,OFFLINE,MCQ,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1461,MATHS,Conic Section,SANDRA.(WB),2026,OFFLINE,PDA,,BATCH17,,19,9,9,IN PROGRESS,,,,,,,,
1462,MATHS,Conic Section,SANDRA.(WB),2026,OFFLINE,PDA,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1463,CHEMISTRY,Coordination Compounds and Organometallics,SANDRA.(WB),2026,OFFLINE,ZAT,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1464,CHEMISTRY,Coordination Compounds and Organometallics,SANDRA.(WB),2026,OFFLINE,ZAT,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1465,CHEMISTRY,Coordination Compounds and Organometallics,SANDRA.(WB),2026,OFFLINE,ZAT,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1466,PHYSICS,Current Electricity,SANDRA.(WB),2026,OFFLINE,BCM,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1467,PHYSICS,Current Electricity,SANDRA.(WB),2026,OFFLINE,BCM,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1468,CHEMISTRY,Electrochemistry,SANDRA.(WB),2026,OFFLINE,BAF,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1469,CHEMISTRY,Electrochemistry,SANDRA.(WB),2026,OFFLINE,BAF,,BATCH17,,24,11,11,IN PROGRESS,,,,,,,,
1470,CHEMISTRY,Electrochemistry,SANDRA.(WB),2026,OFFLINE,BAF,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1471,PHYSICS,Electromagnetic Induction and Alternating Current,SANDRA.(WB),2026,OFFLINE,ZDA,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1472,PHYSICS,Electromagnetic Induction and Alternating Current,SANDRA.(WB),2026,OFFLINE,ZDA,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1473,PHYSICS,Electromagnetic Waves,SANDRA.(WB),2026,OFFLINE,CAK,,BATCH17,,5,3,3,IN PROGRESS,,,,,,,,
1474,PHYSICS,Electromagnetic Waves,SANDRA.(WB),2026,OFFLINE,CAK,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1475,PHYSICS,Electromagnetic Waves,SANDRA.(WB),2026,OFFLINE,CAK,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1476,PHYSICS,Electrostatics,SANDRA.(WB),2026,OFFLINE,PDW,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1477,PHYSICS,Electrostatics,SANDRA.(WB),2026,OFFLINE,PDW,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1478,ZOOLOGY,Evolution,SANDRA.(WB),2026,OFFLINE,CCI,,BATCH17,,24,11,11,IN PROGRESS,,,,,,,,
1479,ZOOLOGY,Evolution,SANDRA.(WB),2026,OFFLINE,CCI,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1480,ZOOLOGY,Evolution,SANDRA.(WB),2026,OFFLINE,CCI,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1481,ZOOLOGY,Excretory Products and Their Elimination,SANDRA.(WB),2026,OFFLINE,ZBG,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1482,ZOOLOGY,Excretory Products and Their Elimination,SANDRA.(WB),2026,OFFLINE,ZBG,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1483,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,SANDRA.(WB),2026,OFFLINE,MDH,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1484,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,SANDRA.(WB),2026,OFFLINE,MDH,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1485,ZOOLOGY,Human Health and Disease,SANDRA.(WB),2026,OFFLINE,PBQ,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1486,ZOOLOGY,Human Health and Disease,SANDRA.(WB),2026,OFFLINE,PBQ,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1487,CHEMISTRY,Hydrocarbons,SANDRA.(WB),2026,OFFLINE,ZAF,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1488,CHEMISTRY,Hydrocarbons,SANDRA.(WB),2026,OFFLINE,ZAF,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1489,MATHS,Integration and its Applications,SANDRA.(WB),2026,OFFLINE,CCR,,BATCH17,,29,13,13,IN PROGRESS,,,,,,,,
1490,MATHS,Integration and its Applications,SANDRA.(WB),2026,OFFLINE,CCR,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1491,MATHS,Limits of Real Functions,SANDRA.(WB),2026,OFFLINE,ZCD,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1492,MATHS,Limits of Real Functions,SANDRA.(WB),2026,OFFLINE,ZCD,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1493,MATHS,Linear Inequations and Inequalities,SANDRA.(WB),2026,OFFLINE,MBK,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1494,MATHS,Linear Inequations and Inequalities,SANDRA.(WB),2026,OFFLINE,MBK,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1495,MATHS,Linear Inequations and Inequalities,SANDRA.(WB),2026,OFFLINE,MBK,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1496,MATHS,Linear Programming,SANDRA.(WB),2026,OFFLINE,CDF,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1497,MATHS,Linear Programming,SANDRA.(WB),2026,OFFLINE,CDF,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1498,MATHS,Linear Programming,SANDRA.(WB),2026,OFFLINE,CDF,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1499,MATHS,Logarithm,SANDRA.(WB),2026,OFFLINE,MBT,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1500,MATHS,Logarithm,SANDRA.(WB),2026,OFFLINE,MBT,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1501,PHYSICS,Magnetism and Matter,SANDRA.(WB),2026,OFFLINE,MCL,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1502,PHYSICS,Magnetism and Matter,SANDRA.(WB),2026,OFFLINE,MCL,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1503,MATHS,Matrices and Determinants,SANDRA.(WB),2026,OFFLINE,MBP,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1504,MATHS,Matrices and Determinants,SANDRA.(WB),2026,OFFLINE,MBP,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1505,PHYSICS,Mechanical Properties of Solids & Fluids,SANDRA.(WB),2026,OFFLINE,BCV,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1506,PHYSICS,Mechanical Properties of Solids & Fluids,SANDRA.(WB),2026,OFFLINE,BCV,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1507,PHYSICS,Mechanical Properties of Solids & Fluids,SANDRA.(WB),2026,OFFLINE,BCV,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1508,BOTANY,Morphology of Flowering Plants,SANDRA.(WB),2026,OFFLINE,ZAX,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1509,BOTANY,Morphology of Flowering Plants,SANDRA.(WB),2026,OFFLINE,ZAX,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1510,PHYSICS,Motion in a Plane,SANDRA.(WB),2026,OFFLINE,BCH,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1511,PHYSICS,Motion in a Plane,SANDRA.(WB),2026,OFFLINE,BCH,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1512,PHYSICS,Motion in a Straight Line,SANDRA.(WB),2026,OFFLINE,PDS,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1513,PHYSICS,Motion in a Straight Line,SANDRA.(WB),2026,OFFLINE,PDS,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1514,PHYSICS,Motion in a Straight Line,SANDRA.(WB),2026,OFFLINE,PDS,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1515,PHYSICS,Moving Charges and Magnetism,SANDRA.(WB),2026,OFFLINE,CDW,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1516,PHYSICS,Moving Charges and Magnetism,SANDRA.(WB),2026,OFFLINE,CDW,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1517,PHYSICS,Moving Charges and Magnetism,SANDRA.(WB),2026,OFFLINE,CDW,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1518,ZOOLOGY,Neural Control and Coordination,SANDRA.(WB),2026,OFFLINE,BBG,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1519,ZOOLOGY,Neural Control and Coordination,SANDRA.(WB),2026,OFFLINE,BBG,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1520,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),SANDRA.(WB),2026,OFFLINE,ZDR,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1521,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),SANDRA.(WB),2026,OFFLINE,ZDR,,BATCH17,,24,11,11,IN PROGRESS,,,,,,,,
1522,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),SANDRA.(WB),2026,OFFLINE,BDR,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1523,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),SANDRA.(WB),2026,OFFLINE,BDR,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1524,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),SANDRA.(WB),2026,OFFLINE,BDR,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1525,BOTANY,Organism and Population,SANDRA.(WB),2026,OFFLINE,ZBC,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1526,BOTANY,Organism and Population,SANDRA.(WB),2026,OFFLINE,ZBC,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1527,MATHS,"Permutation, Combination and Binomial Theorem",SANDRA.(WB),2026,OFFLINE,BBY,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1528,MATHS,"Permutation, Combination and Binomial Theorem",SANDRA.(WB),2026,OFFLINE,BBY,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1529,MATHS,"Permutation, Combination and Binomial Theorem",SANDRA.(WB),2026,OFFLINE,BBY,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1530,BOTANY,Photosynthesis in Higher Plants,SANDRA.(WB),2026,OFFLINE,MAA,,BATCH17,,19,9,9,IN PROGRESS,,,,,,,,
1531,BOTANY,Photosynthesis in Higher Plants,SANDRA.(WB),2026,OFFLINE,MAA,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1532,BOTANY,Plant Growth and Development,SANDRA.(WB),2026,OFFLINE,MDZ,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1533,BOTANY,Plant Growth and Development,SANDRA.(WB),2026,OFFLINE,MDZ,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1534,BOTANY,Plant Growth and Development,SANDRA.(WB),2026,OFFLINE,MDZ,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1535,CHEMISTRY,Practical Chemistry,SANDRA.(WB),2026,OFFLINE,BAJ,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1536,CHEMISTRY,Practical Chemistry,SANDRA.(WB),2026,OFFLINE,BAJ,,BATCH17,,26,12,12,IN PROGRESS,,,,,,,,
1537,ZOOLOGY,Principles of Inheritance and Variation,SANDRA.(WB),2026,OFFLINE,PCH,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1538,ZOOLOGY,Principles of Inheritance and Variation,SANDRA.(WB),2026,OFFLINE,PCH,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1539,MATHS,Quadratic Equation,SANDRA.(WB),2026,OFFLINE,PAY,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1540,MATHS,Quadratic Equation,SANDRA.(WB),2026,OFFLINE,PAY,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1541,PHYSICS,Ray Optics & Optical Instruments,SANDRA.(WB),2026,OFFLINE,BCZ,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1542,PHYSICS,Ray Optics & Optical Instruments,SANDRA.(WB),2026,OFFLINE,BCZ,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1543,CHEMISTRY,Redox Reaction,SANDRA.(WB),2026,OFFLINE,PAK,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1544,CHEMISTRY,Redox Reaction,SANDRA.(WB),2026,OFFLINE,PAK,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1545,CHEMISTRY,Redox Reaction,SANDRA.(WB),2026,OFFLINE,PAK,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1546,ZOOLOGY,Reproductive Health,SANDRA.(WB),2026,OFFLINE,ZBU,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1547,ZOOLOGY,Reproductive Health,SANDRA.(WB),2026,OFFLINE,ZBU,,BATCH17,,5,3,3,IN PROGRESS,,,,,,,,
1548,PHYSICS,Semiconductor Electronics,SANDRA.(WB),2026,OFFLINE,CAB,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1549,PHYSICS,Semiconductor Electronics,SANDRA.(WB),2026,OFFLINE,CAB,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1550,MATHS,Sequences and Series,SANDRA.(WB),2026,OFFLINE,PAP,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1551,MATHS,Sequences and Series,SANDRA.(WB),2026,OFFLINE,PAP,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1552,MATHS,"Sets, Relations and  Functions",SANDRA.(WB),2026,OFFLINE,PBH,,BATCH17,,31,14,14,IN PROGRESS,,,,,,,,
1553,MATHS,"Sets, Relations and  Functions",SANDRA.(WB),2026,OFFLINE,PBH,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1554,BOTANY,Sexual reproduction in Flowering Plants,SANDRA.(WB),2026,OFFLINE,BAO,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1555,BOTANY,Sexual reproduction in Flowering Plants,SANDRA.(WB),2026,OFFLINE,BAO,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1556,MATHS,Statistics,SANDRA.(WB),2026,OFFLINE,BBP,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1557,MATHS,Statistics,SANDRA.(WB),2026,OFFLINE,BBP,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1558,ZOOLOGY,Structural organisation in Animals Animal Tissue,SANDRA.(WB),2026,OFFLINE,ZBP,,BATCH17,,14,6,6,IN PROGRESS,,,,,,,,
1559,ZOOLOGY,Structural organisation in Animals Animal Tissue,SANDRA.(WB),2026,OFFLINE,ZBP,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1560,ZOOLOGY,Structural organisation in Animals Animal Tissue,SANDRA.(WB),2026,OFFLINE,ZBP,,BATCH17,,19,9,9,IN PROGRESS,,,,,,,,
1561,ZOOLOGY,Structural organisation in Animals Morphology of Animals,SANDRA.(WB),2026,OFFLINE,PCD,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1562,ZOOLOGY,Structural organisation in Animals Morphology of Animals,SANDRA.(WB),2026,OFFLINE,PCD,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1563,CHEMISTRY,Structure of Atoms,SANDRA.(WB),2026,OFFLINE,PAT,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1564,CHEMISTRY,Structure of Atoms,SANDRA.(WB),2026,OFFLINE,PAT,,BATCH17,,19,9,9,IN PROGRESS,,,,,,,,
1565,PHYSICS,System of Particles and Rigid Body Rotation,SANDRA.(WB),2026,OFFLINE,ZCV,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1566,PHYSICS,System of Particles and Rigid Body Rotation,SANDRA.(WB),2026,OFFLINE,ZCV,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1567,CHEMISTRY,The d and f Block Block Elements,SANDRA.(WB),2026,OFFLINE,PBM,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1568,CHEMISTRY,The d and f Block Block Elements,SANDRA.(WB),2026,OFFLINE,PBM,,BATCH17,,21,9,9,IN PROGRESS,,,,,,,,
1569,ZOOLOGY,The Living World,SANDRA.(WB),2026,OFFLINE,BBB,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1570,ZOOLOGY,The Living World,SANDRA.(WB),2026,OFFLINE,BBB,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1571,ZOOLOGY,The Living World,SANDRA.(WB),2026,OFFLINE,BBB,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1572,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),SANDRA.(WB),2026,OFFLINE,MDE,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1573,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),SANDRA.(WB),2026,OFFLINE,MDE,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1574,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),SANDRA.(WB),2026,OFFLINE,MDE,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1575,PHYSICS,"Thermal Properties of Matter, Thermodynamics and Kinetic Theory",SANDRA.(WB),2026,OFFLINE,CDJ,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1576,PHYSICS,"Thermal Properties of Matter, Thermodynamics and Kinetic Theory",SANDRA.(WB),2026,OFFLINE,CDJ,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1577,CHEMISTRY,Thermodynamics and Chemical Energetics,SANDRA.(WB),2026,OFFLINE,BDE,,BATCH17,,9,4,4,IN PROGRESS,,,,,,,,
1578,CHEMISTRY,Thermodynamics and Chemical Energetics,SANDRA.(WB),2026,OFFLINE,BDE,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1579,MATHS,Three Dimensional Geometry,SANDRA.(WB),2026,OFFLINE,PDE,,BATCH17,,17,8,8,IN PROGRESS,,,,,,,,
1580,MATHS,Three Dimensional Geometry,SANDRA.(WB),2026,OFFLINE,PDE,,BATCH17,,10,5,5,IN PROGRESS,,,,,,,,
1581,MATHS,Trigonometry II,SANDRA.(WB),2026,OFFLINE,CDA,,BATCH17,,26,12,12,IN PROGRESS,,,,,,,,
1582,MATHS,Trigonometry II,SANDRA.(WB),2026,OFFLINE,CDA,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
1583,MATHS,Trigonometry II,SANDRA.(WB),2026,OFFLINE,CDA,,BATCH17,,31,14,14,IN PROGRESS,,,,,,,,
1584,MATHS,Vectors,SANDRA.(WB),2026,OFFLINE,ZCR,,BATCH17,,15,7,7,IN PROGRESS,,,,,,,,
1585,MATHS,Vectors,SANDRA.(WB),2026,OFFLINE,ZCR,,BATCH17,,12,5,5,IN PROGRESS,,,,,,,,
1586,PHYSICS,Wave Optics,SANDRA.(WB),2026,OFFLINE,CDO,,BATCH17,,7,3,3,IN PROGRESS,,,,,,,,
